Feature_0,Feature_1,Feature_2,Feature_3,TrueLabel,PredictedLabel
-0.7290591370543598,-2.285704230166745,-0.2336032459096658,0.1882278479630101,1,1
-0.873287829211476,-1.2191552486716055,-1.3567217759375432,-1.0678792304714364,1,1
-1.7867362128732114,-1.6845584405967575,-0.9791215804971362,-0.6363920661237257,1,1
-0.536754214178205,0.1673584272720755,-0.1658288518562594,1.290917267962715,2,0
-0.3444492913020501,-1.2676347478304757,-0.5434290472966665,0.3032910917890662,1,1
-1.6617380130037107,-0.7731438564100019,-1.5019526203376998,-0.1377846762108157,1,1
2.88627341301735,1.359954106580277,0.0181302177172721,0.6388922196150634,2,0
-1.055977505943823,0.9042468144868993,-0.7854804546302608,-1.3267715290800626,1,1
1.8189810910546915,0.7588083170102892,-0.6015213850567291,0.2457594698760381,2,0
-1.1232842289504772,0.4194518228981994,0.5796894827312108,-0.2432593163847005,1,0
0.876686968961533,0.1770543271038495,0.78301266489143,1.3580374935279145,2,0
-1.248282428819978,-1.0446290516996737,-0.1658288518562594,0.5717719940498639,1,1
1.6074456758909212,1.010901712636413,0.4054124694510229,-0.0227214323847595,2,0
-0.6136761833286669,0.4485395223935214,0.3957304131576792,-0.2049049017760151,2,0
1.6843676450413831,1.4666090047297908,1.9158132512126511,1.242974249701858,2,0
-0.2194510914325495,-0.540442260447426,-0.5047008221232915,1.559398170223513,2,0
0.9055327073929562,0.8266796158327072,-0.9694395242037924,-1.0391134195149223,1,1
-0.5944456910410514,1.5732639028793047,0.6377818204912734,-0.4542085967324701,2,0
-0.0175309224125869,0.2061420265991715,-0.7177060605768544,-0.6459806697758971,1,1
1.1170681225567265,0.1188789281132055,0.0955866680640223,0.8594301036150044,2,0
0.1843892466073756,-0.4240914624661381,-1.3470397196441994,-1.5185436021234897,1,1
-0.8252115984924372,0.3224928245804594,-0.39819820289651,0.0731646041369539,2,1
0.2132349850387988,0.4776272218888434,-0.1174185703895406,-0.1090188652543016,1,0
-1.652122766859903,-0.579225859774522,-0.8435727923903235,-0.4350313894281274,1,1
-1.0655927520876307,-0.64709715859694,0.5215971449711482,0.1882278479630101,1,0
0.1459282620321446,0.9624222134775432,-1.1727627063640116,0.0156329822239258,1,1
0.2324654773264143,0.5164108212159394,2.157864658546245,-0.0514872433412735,2,0
-0.1425291222820876,-0.0265595693634043,-0.39819820289651,0.379999921006437,1,0
0.9632241842558026,1.127252510617701,2.3611878407064646,0.1882278479630101,2,0
-1.3444348902580552,-0.3853078631390421,0.105268724357366,0.3320569027455802,1,1
1.65552190660996,1.9417080964867168,1.121884635158462,1.904587901701681,2,0
2.078592736937501,-0.3853078631390421,-0.6886598916968231,1.262151457006201,2,0
0.0882367851692981,0.9236386141504472,-0.7661163420435733,0.68683523787592,2,0
-0.3732950297334734,0.3612764239075554,-0.8823010175636985,1.1758540241366588,2,0
0.2228502311826065,-0.724664357251132,-0.524064934709979,-2.16098004681897,1,1
0.280541708045453,-0.0847349683540483,0.5893715390245546,-0.4254427857759561,2,0
0.6555363076539549,-1.2967224473257977,0.2214533998774913,1.1374996095279737,1,0
-0.6329066756162824,1.359954106580277,-0.2626494147896971,-0.4446199930802988,1,0
-0.8829030753552837,0.7297206175149672,1.2283872543852434,-0.0227214323847595,2,0
-0.2771425682953959,-0.8701028547277418,-0.311059696256416,-0.7322781026454391,1,1
0.4055399079149536,-0.4046996628025901,-0.6112034413500729,-1.0487020231670936,1,1
-0.5079084757467818,-0.3271324641483982,-0.7467522294568857,-2.80341649151445,1,1
-2.075193597187444,-0.976757752877256,-1.3857679448175746,1.3196830789192289,1,1
-1.0752079982314384,0.9721181133093172,-0.2239211896163221,1.9141765053538524,2,0
-0.3059883067268192,0.6424575190290013,-0.7661163420435733,-0.2336707127325291,1,1
-0.3925255220210888,-1.5972953421107914,-1.9763733787115445,-0.6076262551672117,1,1
1.6939828911851909,-0.2204775659988842,-0.1948750207362908,0.8402528963106617,2,0
0.7997649998110711,0.1382707277767535,0.0762225554773347,0.7060124451802627,2,0
-1.2386671826761702,-2.634756624110609,-0.524064934709979,-0.0227214323847595,1,1
-0.2963730605830114,-1.0349331518678997,-0.4272443717765413,0.3128796954412375,1,1
0.5978448307911085,0.4873231217206173,0.1246328369440536,0.1786392443108387,2,0
-0.8155963523486295,0.0510076292907876,-0.8629369049770109,-1.0391134195149223,1,1
-0.3252187990144347,0.3321887244122334,-0.0980544578028531,-0.3870883711672707,1,1
-1.4502025978399404,-1.2094593488398315,-0.3691520340164786,-0.4158541821237847,1,1
0.8286107382424942,0.5358026208794874,1.1315666914518057,-0.6459806697758971,2,0
0.3766941694835304,1.389041806075599,0.6280997641979297,0.9840819510932318,2,0
0.203619738894991,0.6133698195336793,2.2062749400129644,0.1690506406586673,2,0
-0.6713676601915134,0.9430304138139952,-0.2820135273763847,-0.0227214323847595,2,0
-0.0079156762687792,-1.7815174389144974,0.105268724357366,0.3608227137020943,2,1
1.174759599419573,0.3418846242440074,1.3252078173186812,1.18544262778883,2,0
1.434371245302382,1.4569131048980168,0.6474638767846173,0.2937024881368948,2,0
0.2709264619016452,-0.4628750617932341,0.4828689197977731,2.0580055601364227,2,0
-0.2675273221515882,0.5454985207112614,0.444140694624398,-0.396676974819442,1,0
-1.729044736010365,-1.6457748412696611,-0.2239211896163221,-0.4446199930802988,1,1
0.2997722003330685,-0.5307463606156521,0.2698636813442102,0.4662973538759791,2,0
-0.5079084757467818,-0.579225859774522,-0.7080240042835106,-1.1541766633409785,1,1
-0.4790627373153585,-1.0737167511949957,-0.2432853022030096,0.4183543356151224,1,1
0.5882295846473007,-1.1221962503538658,0.3860483568643354,-0.3391453529064139,2,0
0.2132349850387988,-1.8009092385780454,-0.901665130150386,-0.9719931939497228,1,1
0.4247704002025691,0.1867502269356235,2.051362039319464,-0.3295567492542426,2,0
-0.7482896293419753,2.0289711949726823,-1.405132057404262,0.5525947867455212,2,1
-0.1906053530011263,0.0897912286178835,-0.7177060605768544,0.1690506406586673,1,1
1.2612968147138426,0.9818140131410912,-0.1755109081496032,0.9265503291802036,2,0
0.3574636771959149,-1.7524297394191757,-1.7536860839646378,-0.118607468906473,1,1
0.1266977697445291,-0.8216233555688719,0.5893715390245546,-1.0391134195149223,2,1
0.6363058153663395,-0.2592611653259802,-1.0372139182571989,0.6964238415280914,1,0
0.0209300621626439,0.1479666276085275,-1.4244961699909495,0.1019304150934679,2,1
-0.1425291222820876,0.2546215257580415,-1.405132057404262,-0.4446199930802988,2,1
-0.719443890910552,-1.0640208513632217,1.712490069052432,0.6101264086585493,2,0
-1.4309721055523248,1.088468911290605,-0.2529673584963534,1.0128477620497458,2,1
-1.459817843983748,-0.8313192554006459,-1.530998789217731,-1.6815498642104023,1,1
0.3478484310521072,-1.0640208513632217,-1.114670368603949,1.0799679876149453,1,0
0.0882367851692981,0.1964461267673975,0.1827251747041162,-1.614429638645203,1,1
0.242080723470222,0.0800953287861095,0.6474638767846173,-1.1062336450801218,2,1
-0.8252115984924372,-1.2385470483351535,-1.2502191567107617,0.2937024881368948,1,1
-0.6136761833286669,-0.0168636695316303,0.5796894827312108,-0.7226894989932678,1,1
-0.2675273221515882,-0.1816939666717882,0.7539664960113986,1.0895565912671166,1,0
-0.238681583720165,-0.3271324641483982,0.3376380753976166,-0.0994302616021303,1,0
-0.4309865065963198,-1.0640208513632217,-0.0786903452161655,1.156676816832316,2,0
1.5689846913156904,0.9818140131410912,0.4054124694510229,2.6045559683101893,2,0
0.0305453083064517,0.4679313220570694,-0.1948750207362908,-1.30759432177572,1,1
1.4536017375899974,1.9610998961502648,0.6668279893713047,0.4758859575281505,2,0
-0.9405945522181302,-1.1318921501856398,-0.5337469910033228,0.5334175794411785,1,1
0.1651587543197601,0.8557673153280292,1.838356800865901,-1.7103156751669166,2,0
-1.1232842289504772,1.049685311963509,-0.0012338948694153,1.923765109006024,2,0
-0.8829030753552837,-0.608313559269844,-0.6402496102301043,-0.6459806697758971,1,1
0.242080723470222,-0.2010857663353362,-0.8823010175636985,-0.5788604442106976,1,1
-0.6329066756162824,-1.6748625407649835,-0.0012338948694153,0.4758859575281505,1,1
0.2516959696140298,0.3903641234028774,-0.1077365140961968,0.1498734333543246,2,0
1.7132133834728065,1.233907408767215,1.9932697015594008,0.5717719940498639,2,0
2.4247415981145792,-1.4421609448024075,-0.059326232629478,-0.1857276944716724,2,0
-0.5463694603220127,-1.3355060466528936,-0.0496441763361342,-0.0227214323847595,1,1
