Dataset,adjusted_mutual_info_score_BIRCH,adjusted_mutual_info_score_DBSTREAM,adjusted_mutual_info_score_STREAM_KMEANS,adjusted_rand_index_BIRCH,adjusted_rand_index_DBSTREAM,adjusted_rand_index_STREAM_KMEANS,calinski_harabasz_score_BIRCH,calinski_harabasz_score_DBSTREAM,calinski_harabasz_score_STREAM_KMEANS,completeness_score_BIRCH,completeness_score_DBSTREAM,completeness_score_STREAM_KMEANS,davies_bouldin_score_BIRCH,davies_bouldin_score_DBSTREAM,davies_bouldin_score_STREAM_KMEANS,fowlkes_mallows_index_BIRCH,fowlkes_mallows_index_DBSTREAM,fowlkes_mallows_index_STREAM_KMEANS,homogeneity_score_BIRCH,homogeneity_score_DBSTREAM,homogeneity_score_STREAM_KMEANS,iCH_BIRCH,iCH_DBSTREAM,iCH_STREAM_KMEANS,iDB_BIRCH,iDB_DBSTREAM,iDB_STREAM_KMEANS,iGD43_BIRCH,iGD43_DBSTREAM,iGD43_STREAM_KMEANS,iGD53_BIRCH,iGD53_DBSTREAM,iGD53_STREAM_KMEANS,iPS_BIRCH,iPS_DBSTREAM,iPS_STREAM_KMEANS,iWB_BIRCH,iWB_DBSTREAM,iWB_STREAM_KMEANS,iXB_BIRCH,iXB_DBSTREAM,iXB_STREAM_KMEANS,icSIL_BIRCH,icSIL_DBSTREAM,icSIL_STREAM_KMEANS,irCIP_BIRCH,irCIP_DBSTREAM,irCIP_STREAM_KMEANS,jaccard_index_BIRCH,jaccard_index_DBSTREAM,jaccard_index_STREAM_KMEANS,normalized_mutual_info_score_BIRCH,normalized_mutual_info_score_DBSTREAM,normalized_mutual_info_score_STREAM_KMEANS,silhouette_score_BIRCH,silhouette_score_DBSTREAM,silhouette_score_STREAM_KMEANS,v_measure_score_BIRCH,v_measure_score_DBSTREAM,v_measure_score_STREAM_KMEANS
transformed_g2-8-30_severe_gaussian-noise.csv_predicted_cvis,1.0,1.0,0.9999816793112688,1.0,1.0,0.9999998510513114,-0.24409661799968496,-0.2505057474333591,-0.35900758473482997,1.0,1.0,0.9999571921468178,-0.7472790102084333,-0.7490600531464959,-0.9250164325894077,1.0,1.0,0.999998063667045,1.0,1.0,0.9999953230111698,-0.7472516592384388,-0.7490329083395919,-0.9249803590624175,-0.7472516592384388,-0.7490329083395919,-0.9249803590624175,0.7347997521827513,0.7366321297303262,0.8190868130708557,0.1680317149770097,0.1636557659409711,0.08382153369854926,-0.7477354552906039,-0.7491459544341672,-0.8360610649520479,-0.7472516592384388,-0.7490329083395919,-0.9249803590624175,-0.7472516592384388,-0.7490329083395919,-0.9249803590624175,0.5644445791768069,0.5667589660297634,0.4233741778474908,-0.7472516592384388,-0.7490329083395919,-0.9249803590624175,0.9999952860745382,0.9999952860745382,0.9998267270978533,1.0,1.0,0.9999820963675975,0.7440698755430922,0.7458499563867329,0.9130231130333977,1.0,1.0,0.9999820963675975
transformed_g2-2-50_mild_knock-out.csv_predicted_cvis,0.9954159533479614,0.856307182226639,0.9956497287529323,0.9987311749481853,0.9167770255052451,0.9997873419949052,-0.8378219197052887,0.04570491916273677,-0.9520479716178863,0.9937335295766225,0.9377177538324738,0.9934102940845512,0.16898329719659994,-0.48274686564162367,0.2631353180831366,0.9960453706793702,0.7355571658875384,0.999280488411381,0.9952786113556494,0.8955960861633894,0.9951471546869162,-0.8391124076705874,0.03990947752616279,-0.9525586496680636,0.7500680862175056,-0.03988195538215103,0.7780291616630071,-0.7529592565254953,0.03136884301900631,-0.8353122237849097,-0.8374492896756901,0.03990956212291692,-0.9525586496680636,-0.8361609556411985,0.04217548618240945,-0.9525586496680636,0.7466967310455449,0.015353916090558696,0.787064838741618,0.7515212809823119,-0.015058927208891702,0.7722221862609793,-0.8391772239831589,0.039914553331410856,-0.9525779782895308,0.7416130292232709,-0.08757205017632598,0.8451481398015755,0.9956305337707094,0.8729060338735991,-0.955015178704821,0.9945981371271623,0.905048714639644,0.9943190538785404,-0.20721760958561167,0.37827765718689943,-0.2628323802021029,0.9945981371271623,0.9050487018790339,0.9943190679685788
transformed_g2-2-70_mild_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-10_severe_gaussian-noise.csv_predicted_cvis,0.9999974722518707,1.0,0.999997111144995,0.9999999398155208,1.0,1.0,0.5506033811324164,0.5441831186134529,0.5528642013825105,0.999995546348534,1.0,0.999992898231446,-0.926816279054183,-0.9240258100338877,-0.9262788470955836,0.9999997592620828,1.0,0.9999996990776037,0.9999989166793732,1.0,0.9999992176017695,-0.45477413384901044,-0.4572053163343659,-0.45434272683452537,-0.9268112395796804,-0.9240209385418687,-0.9262731356911477,0.9139942880835926,0.909536704903746,0.9130432552537501,-0.38232572449900354,-0.5304529863404517,-0.39263357763451284,-0.9139726183432324,-0.8982501298257115,-0.8592368139888203,-0.9268112395796804,-0.9240209385418687,-0.9262731356911477,-0.9268112395796804,-0.9240209385418687,-0.9262731356911477,0.2116948852467001,0.205321097881481,0.21049305456912198,-0.9172064771284962,-0.9116861807644179,-0.9158883745753157,-0.9427205211624291,0.9999953055995981,0.9999792814079765,0.9999974722518707,1.0,0.9999974120673913,0.9216738032923809,0.9188775668734885,0.9211347475031086,0.9999974722518707,1.0,0.9999974120673913
transformed_g2-8-90_severe_knock-out.csv_predicted_cvis,0.07623036492049795,-0.6583506278795376,0.6776768999838625,0.5495943754132973,0.16030933216145396,0.7294643858978822,-0.876663677457138,-0.6446106682417038,-0.9133693808393912,0.45799175833741884,-0.8283414555734719,0.7049542225104269,-0.6682727834946889,-0.5817778885863721,-0.9496516338312133,0.8426519185971434,0.5604394733395893,0.915464030220138,0.18537150221841298,-0.158562428046541,0.7602818024962231,-0.8878106321817797,-0.6285706944318724,-0.91588721432806,-0.8878106321817797,-0.6285706944318724,-0.91588721432806,0.8016373480674203,-0.6285706944318724,-0.5162924484076998,0.006192966268454228,-0.6285706944318724,-0.91588721432806,-0.8883005947675281,-0.6285706944318724,-0.91588721432806,-0.33355002731855643,-0.7433450614211653,-0.3152835423378469,-0.8849308128452817,-0.6285706944318724,-0.91588721432806,0.5478751845073953,-0.6285741799619683,0.24186371186094255,-0.8930224496832679,-0.41435458949929194,-0.9161674711755464,0.07269261043996694,--,-0.18411097185889977,0.1371487877633266,-0.40713017483875347,0.7315747412494213,-0.2553629760324772,-0.4997032400369102,-0.3161455840391697,0.1371487877633266,-0.40713017483875347,0.7315747412494213
transformed_s3.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_s3_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-30_mild_gaussian-noise.csv_predicted_cvis,0.9999996695107287,0.9999179943270559,0.7856935878081189,0.9999976314932197,0.9999007629512164,0.9788703537269812,-0.5917572473292675,-0.18883585987726081,0.1958937616544491,0.99994921480699,0.999747978072033,0.9957143594516406,-0.553705642127883,-0.17171066227042298,-0.07825142372071589,0.9999936105397558,0.9997160739319895,0.6858539770974955,0.9999415584709422,0.9995110205337195,0.6506045368261861,-0.5923638756621241,-0.190864572959405,0.18996863815327122,-0.5923638756621241,-0.190864572959405,0.17748126893471208,0.5922842471560715,0.18884785576406168,0.5261317698527236,-0.541957986759172,-0.1650822046285323,0.18886463669114922,-0.565447271121262,-0.16052220296331735,0.18813131877928277,-0.5923638756621241,-0.190864572959405,0.04558076658516958,-0.5923638756621241,-0.190864572959405,0.03240124605679831,-0.7404170792922418,-0.381671070179885,0.2115693461032925,-0.592904160298549,-0.18444596510248507,-0.18924339573458726,0.9988377829585797,0.9946214866274536,--,0.9999996832811086,0.9999826642010201,0.7960143311407929,0.4972169174521191,0.16789617889186687,0.5263396283124254,0.9999996832811086,0.9999826511472338,0.7960143311407929
transformed_human-activity-recognition.csv_predicted_cvis,0.899957880853794,0.8714788732394368,0.8502735252580738,0.8368567744195594,0.8327464788732395,0.9338541407119267,-0.9158081516498334,-0.02460460741816713,-0.4508771133439849,0.9624037566299178,-0.24183668183413257,0.8910500731232942,-0.927440815380634,0.20386674717909908,-0.8277844468862751,0.8355047190653799,0.8322325773801988,0.9211136690666641,0.9692137889838444,0.9771126760563382,0.8964539764381898,-0.9159894110465872,0.19683685934533704,-0.4511225674898225,-0.9159894110465872,0.19683685934533704,-0.48749707770804734,0.915978885432239,-0.4463978774438894,-0.20522948289796003,-0.9046122197010705,-0.19683685934533704,-0.45135296589145474,-0.021887153817634876,-0.9261877220981484,0.34028050440143903,-0.9159894110465872,0.19683685934533704,-0.45112253714629535,-0.9159894110465872,0.19683685934533704,-0.45092792982739044,0.05828661488298643,0.19683685934533704,-0.7626565692002032,-0.8108720882674697,0.19542253521126762,-0.45112197132875975,0.625330699816173,--,-0.7184408619315856,0.9677601636186098,-0.06338028169014086,0.8965569159615816,0.9140711682553676,-0.34446450385433985,0.5370893104578138,0.9677601636186098,-0.06338028169014086,0.8965569159615816
transformed_g2-2-10_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-70_moderate_knock-out.csv_predicted_cvis,0.9856188076307768,0.9521096120972715,0.965341382504013,0.9996212577468873,0.9894649053823439,0.9997188755144419,-0.6557251698358582,0.6132999557182852,-0.06302008336718648,0.9947627612001543,0.7833372916279872,0.8841030857270201,-0.7366277641486367,-0.00704628283119297,-0.4946702884239845,0.9989815466569751,0.9833578623088893,0.9984853258447375,0.9702683256421047,0.9881277149351387,0.9911857792002297,-0.6576797795727097,0.6786781623800056,-0.06420470174554294,-0.6576797795727097,0.6787129523042141,-0.06420470174554294,0.6576797795727097,-0.6796084539896895,0.06420470174554294,-0.6419209847601535,-0.14592733754566775,-0.06420470174554294,-0.6534516905334254,-0.8299625673459844,-0.04701220510292874,-0.6576797795727097,0.6787129523042141,-0.06420483089445309,-0.6576797795727097,0.6787129523042141,-0.06420470174554294,0.5898644626975069,-0.7649691798459193,-0.010086788180582807,-0.6576797795727097,0.6780702100680916,-0.06420483089445309,-0.0018581914830480036,0.9819393052775769,-0.6374525970292844,0.9876712194279305,0.9386430192829867,0.9600705967413387,0.6203955455681883,-0.2608924170893789,0.39103164589978534,0.9876712194279305,0.9386430192829867,0.9600705967413387
transformed_g2-8-50_moderate_gaussian-noise.csv_predicted_cvis,0.9794903140806177,0.9920902434384615,0.9945822558837603,0.9999758796227488,0.9999866823331395,0.9999968334737745,0.24557649457164507,0.42375694322995117,0.39947442018734164,0.9806925019906867,0.9915459776825789,0.9942842114796007,0.23390122838534919,0.42781580208222036,0.40116746600060116,0.9999497654993119,0.9999712797073281,0.9999932629872959,0.9764437184703321,0.9921632294820514,0.9946278642876847,0.24519864597861565,0.42345267407211556,0.3992703584020315,0.24519864597861565,0.42345267407211556,0.3992703584020315,-0.25726134897213443,-0.4354177108710476,-0.4114414766373528,0.24519864597861565,0.42345267407211556,0.3992703584020315,0.2710510769374062,0.42330486460710426,0.39873993324557816,0.24519864597861565,0.42345267407211556,0.3992703584020315,0.24519864597861565,0.42345267407211556,0.3992703584020315,-0.5604810408584707,-0.7467726038111931,-0.7284999742948282,0.24413878354121044,0.4207470808294394,0.3983684949397329,-0.6950147953998346,0.9985926802860743,0.9982838245816303,0.9786590405465482,0.9919076388562728,0.9944489750965207,-0.25892881237419596,-0.4547743673362781,-0.4285560906303378,0.9786590405465482,0.9919076388562728,0.9944489750965207
transformed_s1_mild_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-70_mild_knock-out.csv_predicted_cvis,0.9987322981378725,0.833448709361592,0.9705403073602988,0.999842391843552,0.9855085973877629,0.9999382163907515,-0.7005071770752086,0.2002925538769096,-0.06941516631469834,0.9987321563018637,0.6352379691332818,0.9663329509968971,-0.39197241066614874,-0.5275561423896308,-0.3996465303201222,0.9994022321491982,0.9791197945771282,0.9998067630985821,0.9993934525088194,0.9167850268264889,0.9687987072582811,-0.7020340753776808,0.30622187432705034,-0.07020530895254157,-0.6808676883153452,0.3517775179833632,-0.010976140830928616,-0.14540072040321605,-0.31662933757628287,0.2434815167496476,-0.7020342171483352,0.1702372903160183,-0.07020530895254157,-0.6524239867274496,-0.3936030681785133,-0.07020530895254157,-0.6665470375523166,0.30622918640194396,0.03613036162020254,-0.672927227376567,0.30622918640194396,-0.0008957331636740614,-0.4115637257576327,-0.43380100151680956,-0.47280162572923895,-0.7020341320859427,0.28898955277135013,-0.07020545072285014,-0.14679148155470478,0.9414121163759512,-0.6363123433312596,0.999104504191899,0.8224456353464031,0.9676302650691436,0.0757603380070862,-0.3975147731742443,0.16012630282471083,0.999104504191899,0.8224456353464031,0.9676302650691436
transformed_g2-8-50_moderate_knock-out.csv_predicted_cvis,1.0,--,--,1.0,--,--,-0.6663144148625767,--,--,1.0,--,--,-0.6610385881742535,--,--,1.0,--,--,1.0,--,--,-0.6668464854392198,--,--,-0.6668464854392198,--,--,0.5867668122526853,--,--,-0.6668464854392198,--,--,-0.6668470487749282,--,--,-0.6668464854392198,--,--,-0.6668464854392198,--,--,0.06950792750295316,--,--,-0.6668464854392198,--,--,--,--,--,1.0,--,--,0.5547424916765649,--,--,1.0,--,--
transformed_seeds_mild_knock-out.csv_predicted_cvis,0.9521861448352783,--,0.8967821302796398,0.8913016873679581,--,0.906914632620768,-0.27289056669774486,--,-0.4800013807173393,0.8128915564727242,--,0.8492094750571445,-0.5541264106645339,--,-0.22037729265941236,0.8650771062366295,--,0.9036577568682626,0.8817528218392472,--,0.7984912902617167,-0.29500555146071195,--,-0.49936053705849176,-0.29500555146071195,--,-0.7679410164121817,0.20729668736305756,--,0.8145031251982295,-0.21369473326932475,--,-0.48784517682108214,-0.29500555146071195,--,-0.5011685042455246,-0.29500555146071195,--,-0.5021420250385423,-0.2950611866425056,--,-0.805574548782267,-0.39556614255269434,--,-0.49682938299664564,-0.29500555146071195,--,-0.5011685042455246,-0.8442867496375289,--,0.6988909880962804,0.845756661114398,--,0.8231266324922072,0.2999570826403448,--,-0.30129077799908555,0.8455096372788743,--,0.8231266324922072
transformed_g2-4-30_severe_knock-out.csv_predicted_cvis,--,--,0.9234502206974848,--,--,0.9999999999999999,--,--,-0.593067027888516,--,--,0.9234502206974848,--,--,-0.490868126726386,--,--,0.9999898194306346,--,--,0.9234502206974848,--,--,-0.5935352892821385,--,--,-0.5935352892821385,--,--,-0.5964511877419896,--,--,-0.5935352892821385,--,--,-0.5935352892821385,--,--,0.46279357280801287,--,--,-0.5935352892821385,--,--,-0.5935352892821385,--,--,0.3729773568539503,--,--,--,--,--,0.9234502206974848,--,--,0.25635982174612454,--,--,0.9234502206974848
transformed_g2-4-90_mild_knock-out.csv_predicted_cvis,0.9905879633912739,--,0.9968112557812541,0.9973525950243662,--,0.9989008747612869,0.44201941528804795,--,0.33671006102558015,0.9811617421007699,--,0.9953002490687388,-0.8779461107271295,--,-0.8022841924307823,0.993729253053385,--,0.9970718240212402,0.9859640702584166,--,0.9970432561741761,0.43977534656337713,--,0.3357657938599129,0.21318720902772806,--,0.32901971660503243,0.16568585078502612,--,0.09837068568376142,0.43977534656337713,--,0.33680729917449076,0.44284008562639043,--,0.33463799004244,0.0416340060261042,--,0.306588964386872,0.15315309213152525,--,0.3355560984172461,0.048999463505152496,--,-0.12788355500863366,-0.8297416972962774,--,-0.9002582450938487,0.9770347735611259,--,-0.012316793745946727,0.9836401354430229,--,0.9963850053647442,0.7893219897581597,--,0.6719365530097657,0.9836401354430229,--,0.9963850053647442
transformed_g2-4-10_moderate_gaussian-noise.csv_predicted_cvis,--,--,0.9999981669051798,--,--,0.9999952339530674,--,--,0.24778622246567628,--,--,0.9999648176660897,--,--,-0.9874578512397706,--,--,0.9999896037324945,--,--,0.9999647129177931,--,--,-0.6597574459126301,--,--,-0.9485639971531269,--,--,0.9359861944986217,--,--,0.819267885126357,--,--,-0.5120494896826493,--,--,-0.9485639971531269,--,--,-0.9485639971531269,--,--,0.07129159178614747,--,--,-0.9730385529825513,--,--,0.9995140916820429,--,--,0.9999991489201452,--,--,0.9784580733866765,--,--,0.9999991489201452
transformed_g2-4-90_mild_gaussian-noise.csv_predicted_cvis,0.9921773541233115,--,0.9906942166454362,0.9941028780102225,--,0.9874809416273911,0.15541410774649544,--,-0.18145443357824637,0.9971455896624902,--,0.996417857073294,-0.12552548995561236,--,-0.1463460548919867,0.9785641484619421,--,0.9703110097870705,0.99613394859216,--,0.9983110373707309,0.1536657110490069,--,-0.18353865054112015,0.15368592432985745,--,-0.18353865054112015,-0.15381053816437945,--,0.18353221664717875,0.1536657110490069,--,-0.18353917150419236,0.46049135830903715,--,-0.1841987107535733,0.15367618236202485,--,-0.18353865054112015,0.15369313963758377,--,-0.18353865054112015,-0.19675250721752596,--,0.13947155643225662,-0.15750576759718987,--,0.055690510322826355,0.9216346981752042,--,-0.5902118439591226,0.9969323863776816,--,0.9976437876940778,0.40323776126067995,--,0.07412494419555897,0.9969323863776816,--,0.9976437876940778
transformed_g2-4-70_moderate_gaussian-noise.csv_predicted_cvis,0.9630720755826174,0.9888425348220511,0.9943990865012625,0.9951344491164046,0.9930606014208697,0.9994197149166371,0.21900344730863783,0.5574283139193905,0.4332342794624165,0.9762806510137538,0.9702456003053539,0.9952229076893248,-0.5258815538083401,-0.5291628640567642,-0.40383076927783124,0.973326197212952,0.9902517088369552,0.9977933798327576,0.983623636835852,0.9881290913193581,0.995545825173386,0.21654352376054173,0.5562835799618787,0.43206264222633967,0.21653323478998432,0.5051808348184146,0.42131871835233187,-0.22139179087928662,-0.12448176251779912,-0.2591373996724557,0.1808213640984903,0.5560118466320778,0.43206264222633967,-0.7200294270049912,0.5511888144606232,0.33047703127366324,0.21654024170917402,0.5026565697183043,0.35422157007514155,0.2165433153763279,0.5202629463043598,0.4094101120475391,-0.3107381635804575,-0.5133399458319827,-0.43182886178628216,0.1994598837262074,0.24821668807855202,-0.22754066311857798,-0.8600066964837989,0.9340886569201676,0.994266924581982,0.9803363664439456,0.9718599809394085,0.9954946407855357,0.5413368639388363,0.633342771010255,0.4817379771992028,0.9803363664439456,0.9718599809394085,0.9954946407855357
transformed_g2-4-10_mild_knock-out.csv_predicted_cvis,--,--,0.9955058684603648,--,--,0.9959213850475206,--,--,0.09194836740873852,--,--,0.9982290167632311,--,--,-0.9539440937208377,--,--,0.9859375369386463,--,--,0.9938680477631147,--,--,0.04329969193833282,--,--,0.008068354123873958,--,--,-0.04507730155676279,--,--,-0.09301511456564109,--,--,0.04089060450691776,--,--,-0.016098248780389145,--,--,-0.003988051208490847,--,--,0.044317776674118944,--,--,0.009638931537398572,--,--,--,--,--,0.9996269818286903,--,--,0.9267722107872529,--,--,0.9996270101592056
transformed_g2-2-30_severe_knock-out.csv_predicted_cvis,0.9868573453555147,0.9830128796317843,0.8514273613314781,0.9643042099853473,0.9889036081796791,0.7208856529865345,-0.45379613690487997,-0.07599170819930613,-0.060831378073161205,0.8611790255760011,0.9761226704830204,0.7909810335722316,0.4296536290116173,-0.2515137902724059,-0.6536599753803806,0.9960660696247257,0.9981583983845521,0.9834400645556597,0.9064547422349742,0.9917962869454238,0.7789139447510426,-0.4952320872485996,-0.07328811490884893,-0.2870904336522705,-0.16187610836352948,-0.5874534629734715,-0.2870904336522705,-0.4952320872485996,-0.07328811490884893,-0.11452895465044614,-0.4952320872485996,-0.07328811490884893,-0.2792156926723387,-0.4952320872485996,-0.07328811490884893,-0.2870904336522705,-0.07548074881330798,-0.7418532853064704,-0.029715821586009286,-0.4952324990119352,-0.07328811490884893,-0.2870904336522705,-0.4952320872485996,-0.07328811490884893,-0.2870904336522705,-0.5140628481125423,-0.1723091220966608,-0.2873746521239814,0.9422099809528782,0.9608797433170405,0.6559374706797609,0.9878655892234054,0.9844135268026606,0.8593704872471613,0.39511142043261666,0.6596475504041093,0.43513314082501287,0.9878655892234054,0.9844135268026606,0.8593705754848625
transformed_g2-2-70_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_iris_severe_gaussian-noise.csv_predicted_cvis,0.5044289024373393,0.14792404701088907,0.5136695127515639,0.6166419232218653,0.053840677980360865,0.5666426952889567,-0.1611075832178707,-0.12256563895187952,-0.48000355447741677,0.5195733532908049,0.5222362007514866,0.7323251055689041,-0.40949196037926167,-0.4889762597465539,-0.5955224088928033,0.7822768042239496,0.07222295496999824,0.576018493335563,0.45757161343871733,0.39673045651740313,0.8066039111321541,-0.37567322136286496,-0.4435883844525295,-0.5270547732702006,-0.4241603291092651,-0.46729298329029934,-0.5251889490766937,0.4588754684369398,0.5549448720160063,0.5380063500581762,-0.3196074564392964,0.37964109456459233,-0.6615563607847447,0.33639458954141144,0.5505347140927002,-0.5185368802128864,-0.4241603291092651,-0.514702180965839,-0.5251889490766937,-0.4241603291092651,-0.46729298329029934,-0.5238909844203411,-0.25017717778394694,-0.476297055717049,-0.6307297001963691,-0.40906931448218414,-0.4717031412136053,-0.2209063102319847,0.7185937896434892,-0.07892421313985161,-0.17098743963142304,0.6750709253297121,0.5422656679865014,0.7537929741768054,0.6118339579159198,0.1407575403855168,0.14610214663069593,0.6750709253297121,0.5422656679865014,0.7537929741768054
transformed_g2-2-70_severe_gaussian-noise.csv_predicted_cvis,0.9609905285842407,0.9999010439651796,0.9904790713760431,0.9971899612896327,0.9999246173298927,0.9915335936058333,-0.8059697321264119,-0.9733560964032029,-0.9010647082561594,0.9433220248516117,0.9998911457567918,0.9691905847756661,-0.6919114438428223,-0.6589549237888506,-0.8645648609160773,0.9954969415394823,0.9996548651034078,0.9843922036095828,0.9585384422986247,0.9998740322754476,0.9724415941862453,-0.8075773117251828,-0.9740738977249067,-0.9022941940719961,-0.8671964625858993,-0.9763440482707012,-0.7271826039916988,0.08206090058623122,0.002725180893395634,0.5295160014148905,-0.6259459534033167,-0.9598897091294646,-0.9025799132286646,-0.8076125026001251,-0.9280084632719031,-0.890119677102782,-0.9307747301417354,-0.9223955366903681,-0.26609757787305477,-0.8837985327685264,-0.9744724041813697,-0.4849580351151342,-0.16343134630784678,-0.2817639392487234,0.0631427093735549,-0.5422961496486134,-0.7343140601833353,-0.13693238405038627,-0.26983004178677655,0.9823192546944063,-0.9130093327165715,0.9509113617551757,0.9998848942567574,0.9697146680496357,0.5502774452951329,0.4618167830967765,0.7392684539895118,0.9509113617551757,0.9998848942567574,0.9697146680496357
transformed_g2-2-10_severe_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_human-activity-recognition_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-90_moderate_gaussian-noise.csv_predicted_cvis,--,0.4749866865945556,0.9981662189288035,--,0.9629596308145325,0.9999773430352086,--,0.49500015985735507,-0.9617186588439117,--,0.84691814048951,0.9978793262389032,--,0.4022748815428504,-0.8956050079938269,--,0.24456564568406128,0.9999359377232875,--,0.46723819416678036,0.9983354882215912,--,0.465474862236935,-0.9627294495167358,--,0.465474862236935,-0.9627908556102417,--,-0.029785340929259347,0.021914576429353384,--,0.465474862236935,-0.9627294495167358,--,0.465474862236935,-0.7793351621787579,--,-0.08064081241873483,-0.9626460028822428,--,0.465474862236935,-0.9627817632357686,--,0.1415696942327294,0.5620410638546116,--,-0.38729847493489955,-0.6346524537667022,--,--,-0.4655223194641022,--,0.4982385261474483,0.9981273672484545,--,0.44075105378094925,0.5673050797269793,--,0.4982385261474483,0.9981273672484545
transformed_g2-8-70_mild_gaussian-noise.csv_predicted_cvis,0.9996933597982814,0.9143787423911104,0.9836241254832034,0.9999006871339898,0.9811119349541331,0.999764509177871,-0.0379395883951134,0.4936496536385833,-0.2201336236028945,0.9997131337927277,0.7670776400742326,0.9810901826543829,-0.5755773215334196,0.2984852561516013,-0.6557079559812198,0.9996688442135991,0.9801457079783502,0.9992408749022395,0.9997574494245497,0.9830534664360131,0.9801706768021446,-0.03890631394583312,0.37203467320887945,-0.22075554917848164,-0.038863878054641456,0.36907946932448965,-0.22097715933478224,-0.39659989961548636,-0.2008769442334276,-0.05533553762668743,-0.03891553574170902,-0.25947204293538745,-0.22075554917848164,-0.06041010916354436,-0.17223804598970613,-0.22516579187640307,-0.03864536838287005,0.3321730227599826,-0.2218728999277521,-0.038861038575120355,0.37158375533662796,-0.22098320301131472,-0.32565628528863905,-0.19308993042291261,-0.02871663324535615,-0.05406361193115165,0.2986813459062261,-0.26326567579402865,-0.64134535596306,0.9378651045804715,-0.3231230543848854,0.9997583352161323,0.9084382321947861,0.9806645067287377,0.588482365202809,0.054301363438597976,0.6019993656569416,0.9997583352161323,0.9084382321947861,0.9806645195031884
transformed_g2-2-90_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_s4_moderate_knock-out.csv_predicted_cvis,0.7733484662862944,0.3024289929519694,--,0.6693105560235643,0.22295860064342274,--,-0.5314528431536669,-0.08599826535162934,--,-0.014766582191074943,-0.5625695586936931,--,0.19366082168973325,0.42778624303118185,--,0.5624583054534547,0.1817223673433751,--,0.776129175416399,0.9261351653252391,--,0.10599339089924019,0.7938301417073478,--,0.3145130991636333,0.546860764287284,--,-0.2625069961523238,-0.30650663804811484,--,-0.31352250672532267,-0.5424505968333544,--,0.3293719857382931,-0.019845753542683694,--,0.3145130991636333,0.546860764287284,--,0.3145130991636333,0.546860764287284,--,0.11738520393981275,0.3969150708536739,--,0.31284119879049227,0.21611608843636393,--,0.01523618210218287,--,--,0.7543361417735647,0.4233760755772522,--,-0.32788609708082717,-0.577731936464792,--,0.7543361417735647,0.4233760755772522,--
