Feature_0,Feature_1,TrueLabel,PredictedLabel,silhouette_score,calinski_harabasz_score,davies_bouldin_score,adjusted_rand_index,jaccard_index,fowlkes_mallows_index,normalized_mutual_info_score,adjusted_mutual_info_score,homogeneity_score,completeness_score,v_measure_score,purity_score,iCH,icSIL,iDB,iGD43,iGD53,iWB,iPS,irCIP,iXB,Iteration
-0.7787538555952085,-0.7514015829470901,7.0,6.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.9848754241961926,-1.627157824222782,7.0,13.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,inf,0.0,0.0,0.9816843611112658,0.0,0.0,2
-0.1889811353738742,1.5735990763957777,15.0,9.0,,,,0.0,0.0,0.0,0.7336804366512112,-4.805139755722382e-16,1.0,0.5793801642856952,0.7336804366512111,1.0,0.0,0.6666666666666666,0.0,inf,0.0,0.0,1.1982897189718373,0.0,0.0,3
-2.165309112721581,-1.28809090624899,10.0,26.0,,,,0.0,0.0,0.0,0.8571428571428571,0.0,1.0,0.75,0.8571428571428571,1.0,0.0,0.75,0.0,inf,0.0,0.0,1.4233115770950655,0.0,0.0,4
0.4905226462309131,-2.5295652865115223,8.0,23.0,,,,0.0,0.0,0.0,0.9057460992755193,-4.805139755722399e-15,1.0,0.8277293767706427,0.9057460992755192,1.0,0.0,0.8,0.0,inf,0.0,0.0,1.6404860152606855,0.0,0.0,5
-0.2532530861701687,-0.2861029574031705,13.0,16.0,,,,0.0,0.0,0.0,0.9310809437291901,-1.9220559022889567e-15,1.0,0.8710490642551528,0.93108094372919,1.0,0.0,0.8333333333333334,0.0,inf,0.0,0.0,1.8097972574567158,0.0,0.0,6
0.5204229972316732,1.559481132291568,1.0,10.0,,,,0.0,0.0,0.0,0.9463849645616855,-1.3454391316022843e-14,1.0,0.8982265179691366,0.9463849645616855,1.0,0.0,0.8571428571428571,0.0,inf,0.0,0.0,1.8300544449170957,0.0,0.0,7
-0.3332614320535754,1.5729421598129696,15.0,9.0,0.20345826266150724,378.0784795350839,0.04484882814013451,0.65,0.0,0.7071067811865476,0.9523809523809523,0.6499999999999985,1.0000000000000002,0.9090909090909091,0.9523809523809526,1.0,189.0392397675419,-inf,0.00036930750719049775,inf,0.0,0.00038572238629572866,1.4783895913669272,5.330994634199414e-44,0.00033011950735672133,8
-0.8683408767490313,0.3989861269255484,9.0,16.0,0.17689978671551576,18.17516171039012,0.33476307158838964,0.47058823529411764,0.0,0.5000000000000001,0.9184649394575018,0.4705882352941108,0.9184649394575018,0.9184649394575018,0.9184649394575018,0.8888888888888888,132.08454708182464,-inf,0.014675661279298945,inf,0.0,0.014607345913903811,1.2720746519021797,9.477323794132291e-44,0.009067711514254444,9
-1.1902587866203211,1.2031787976583106,2.0,14.0,0.1330861890109766,16.944419553514518,0.3369064767509889,0.47674418604651164,0.0,0.5000000000000001,0.9315520459418732,0.4767441860465173,0.9315520459418732,0.9315520459418732,0.9315520459418732,0.9,103.2995151997471,-inf,0.026054674007755664,inf,0.0,0.026636092496509712,1.0877682258674652,1.2794387122078593e-43,0.015268100644078261,10
-0.1233227973673879,1.057389415684229,11.0,2.0,0.10606679480018434,15.537837109145475,0.34629682723195837,0.4811320754716981,0.0,0.5000000000000001,0.9412693131031604,0.4811320754717054,0.9412693131031604,0.9412693131031604,0.9412693131031604,0.9090909090909091,85.74717958162678,-inf,0.0358610249966495,inf,0.0,0.03737897494689777,0.8993546506315859,1.5508348026761931e-43,0.02646710257390522,11
0.281724330029299,0.1013913900611425,5.0,4.0,0.09348769011912395,14.12385614518861,0.36622884305283276,0.484375,0.0,0.5000000000000001,0.9487436426212903,0.4843749999999918,0.9487436426212903,0.9487436426212901,0.9487436426212902,0.9166666666666666,73.80995900888708,-inf,0.045397762153359465,inf,0.0,0.04737557773842601,0.734090175935895,1.7769982113998046e-43,0.03483809639131536,12
-0.1344018916964531,0.9126833698291644,11.0,2.0,0.20760549747455015,21.229689795668847,0.37612217120032587,0.6533333333333333,0.0,0.6666666666666666,0.9525005112358605,0.65333333333334,0.9525005112358605,0.9525005112358605,0.9525005112358605,0.9230769230769231,66.29849197842734,-inf,0.05369403678206583,inf,0.0,0.05580921129037163,0.6380623891907287,1.6534914482687483e-08,0.0393982635680854,13
1.512019944711716,0.3558255549498223,12.0,7.0,0.19277653336922512,21.522321898634882,0.3619117108206129,0.6553030303030303,0.0,0.6666666666666666,0.9577193557584994,0.6553030303030436,0.9577193557584994,0.9577193557584996,0.9577193557584995,0.9285714285714286,60.70147071845327,-inf,0.06012373861947318,inf,0.0,0.06277492344588831,0.5451755198057181,3.070769832499104e-08,0.042826772833432544,14
0.0871619898561478,-1.8242443239175463,8.0,24.0,0.17992476447794345,21.907431123755,0.35103790698514153,0.5569620253164557,0.0,0.5773502691896258,0.9418642494991549,0.55696202531645,0.9604769319245492,0.9239592284399749,0.9418642494991548,0.9333333333333333,56.391021874597904,-inf,0.06519530332834127,inf,0.0,0.06854918926561121,0.4131323873046553,4.299077765498746e-08,0.045409714671031415,15
-0.0205620968786256,-0.7575731413697875,13.0,1.0,0.15952846199985962,20.441679322930263,0.360281037901245,0.4838709677419355,0.0,0.5163977794943223,0.9285714285714287,0.4838709677419347,0.962962962962963,0.896551724137931,0.9285714285714286,0.9375,52.79608761943116,-inf,0.07004557110134896,inf,0.0,0.0742016708510885,0.2880980373898962,5.373847206873432e-08,0.04735115244925303,16
0.3890162960751815,0.4076758655823435,12.0,4.0,0.2222697626076887,24.715676562703862,0.3803550304578836,0.3780487804878049,0.0,0.408248290463863,0.8991374034078488,0.37804878048779134,0.9304188918582538,0.8698909178329935,0.8991374034078486,0.8823529411764706,50.243322977910495,-inf,0.0742579802371991,inf,0.0,0.08015023844714951,0.20451974631073544,0.00034719030571252104,0.049300844099826914,17
0.0714976148838508,-0.7948445138049005,13.0,1.0,0.3097290274329317,31.1549943441166,0.3826338016135337,0.4389732844421163,0.0,0.4743416490252569,0.8982558867307957,0.46202647059423924,0.9336691471212688,0.8654308458802965,0.8982558867307956,0.8888888888888888,48.65262892509434,-inf,0.0779369851723914,inf,0.0,0.08535644214405635,0.16032966812962357,0.00038110725315528856,0.05082733523569441,18
-1.1573035824161515,1.3762071681142691,2.0,14.0,0.3836617270887233,38.91462239457322,0.38619561418409004,0.5128205128205128,0.0,0.5443310539518174,0.9038574082109969,0.5360463788819585,0.9374567427899936,0.8725832025518668,0.9038574082109969,0.8947368421052632,47.90355149966964,-inf,0.08119626442665999,inf,0.0,0.0896551730167111,0.14484484173208567,0.0004477864032635723,0.052098672467773506,19
1.0291970949908924,-1.357435942718401,6.0,0.0,0.36447864073428715,38.9585327051462,0.3740644095156811,0.5149525893508388,0.0,0.5443310539518174,0.9114995171445751,0.5381683490318511,0.9425977456743657,0.8823877399164477,0.911499517144575,0.9,47.26462158577511,-inf,0.08379728653118104,inf,0.0,0.09346525551372109,0.12283158013910182,0.0005077976383610277,0.05305541912003171,20
0.1433256760595024,0.1619429642027887,3.0,4.0,0.3840505826614582,43.05007859375818,0.38174509617857094,0.44833625218914186,0.0,0.4714045207910317,0.8986074215107346,0.4854126601986515,0.9105120643471374,0.8870100595810168,0.8986074215107346,0.8571428571428571,46.98365205297398,-inf,0.08642115270911263,inf,0.0,0.09735305876145266,-0.03826429884826254,0.0005640578945942459,0.05394854720548723,21
0.0240183541919575,-1.433396244425213,8.0,11.0,0.3641345839475338,41.735333436486776,0.3754704899186934,0.3968668407310705,0.0,0.4264014327112209,0.8872205900934229,0.4421996715451122,0.9140574631158684,0.8619146387185215,0.8872205900934229,0.8636363636363636,46.65563213944353,-inf,0.08863627420699004,inf,0.0,0.10109627643657944,-0.2195645388384973,0.0006152035820789898,0.05872201703142299,22
0.0023222946038909,1.569617239915774,15.0,9.0,0.3624625974059576,46.49684399880899,0.37711992204720685,0.49937039035797803,0.0,0.5262348115842176,0.8914816335064796,0.5158798222767431,0.9173989529964706,0.8669884545070915,0.8914816335064796,0.8695652173913043,46.646291660582676,-inf,0.09066889818099887,inf,0.0,0.10471575610744056,-0.37092866116894285,0.0007389749727375058,0.06333799418271188,23
-0.7504739571777895,-0.7931849350693853,7.0,6.0,0.4253733807237061,53.180585574162734,0.3783727967555349,0.516213847502191,0.0,0.5449492609130661,0.8916566682280936,0.5487422504713553,0.9205490090046828,0.8645227664656528,0.8916566682280935,0.875,47.009307989114895,-inf,0.09250197814250256,inf,0.0,0.10790771976472675,-0.49620229158525175,0.0008524320808414157,0.06729713727037466,24
-1.313635244974923,-1.287376365404532,10.0,13.0,0.4418329322308331,52.36527092606552,0.3899367538919273,0.47604790419161674,0.0,0.5051814855409226,0.8746645253172655,0.499335406391182,0.9017153498724366,0.8491894409844719,0.8746645253172655,0.84,47.29120077527019,-inf,0.09428319003814531,inf,0.0,0.111775679306799,-0.6042607166607221,0.0009568126202970126,0.07182702755597477,25
-0.4335494419336838,0.2044235698910468,11.0,16.0,0.45009482305327797,55.7171418552144,0.321596457865931,0.40885206143896524,0.0,0.44095855184409843,0.8501483308509795,0.44007369300188726,0.8754851887569624,0.8262367408343121,0.8501483308509796,0.8076923076923077,47.7124978292674,-inf,0.0947045870288646,inf,0.0,0.11561229232470252,-0.693203465225679,0.00446854165151237,0.07598103544435919,26
0.6341967736109201,-0.2275797572715984,3.0,19.0,0.4209327537382823,52.751784685737874,0.3198989538782243,0.3965252013392453,0.0,0.42919753763947605,0.8479045877965306,0.42419805641684083,0.8808604712867212,0.81732574702601,0.8479045877965304,0.8148148148148148,47.95246387005171,-inf,0.09509194945693457,inf,0.0,0.11956833090913907,-0.7979283820151915,0.0077201432505972925,0.07958065696974399,27
