Feature_0,Feature_1,Feature_2,Feature_3,TrueLabel,PredictedLabel,silhouette_score,calinski_harabasz_score,davies_bouldin_score,adjusted_rand_index,jaccard_index,fowlkes_mallows_index,normalized_mutual_info_score,adjusted_mutual_info_score,homogeneity_score,completeness_score,v_measure_score,purity_score,iCH,icSIL,iDB,iGD43,iGD53,iWB,iPS,irCIP,iXB,Iteration
-0.7348064184467019,-1.6064816761988163,0.1955755374780218,0.1211009813378409,1.0,0.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.6891599693637556,-0.6052560656218673,-0.8732167027560918,-1.3414574572377729,1.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
-0.9630386638614336,0.8789136629980807,-0.2624782797651697,1.1741430571122826,2.0,1.0,0.18519006828558585,2.2374048983471444,0.3859820251000745,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7458016327823813,0.30488890461498314,0.049660707900118166,0.4171469857928379,0.1111111111111111,0.29796424740070904,0.48778957407417717,0.0,0.03310713860007877,3
1.6045740970542977,0.1957244228396919,0.2190654768238265,0.2030042538980753,2.0,1.0,0.16048247621189304,1.7743840742645394,1.048042440361276,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0029472431529207,0.425221284170976,0.1781394916103602,0.4559605394624396,0.17836410302703928,0.787049028291618,0.8566843611112658,0.0,0.09527733429269486,4
0.6688218908538979,0.207503547670009,1.957320988413374,-0.007604161256813,2.0,1.0,0.2002781680688745,2.2192825744504088,1.0685594718120897,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2462143094124183,0.4932268508075751,0.26305074027921516,0.46472590754266746,0.22053789669187956,1.17035450324472,1.0113545666668522,0.0,0.14110770110752696,5
1.7985715056568197,0.4902025435976181,-0.4503977945316073,0.4721150065959881,2.0,1.0,0.2610099227166044,2.8706484543842192,1.0063367506605712,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5169533335743852,0.5414389526584069,0.3108848914544348,0.475179818765119,0.25188626084406107,1.4397665500299428,1.0866902592594654,1.084157387431541e-113,0.1691976543295328,6
0.1895341754829613,-0.4756856924883797,0.6301394153754087,-0.3820191215321701,1.0,0.0,0.2002371701004559,2.840621664633252,1.2355539747446713,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7060488094399378,0.5636157855904753,0.38414048283223323,0.4700409113283159,0.2722510071691574,1.736993638409643,1.1762157539684748,2.4333922410765905e-05,0.20660713523326443,7
0.5775289926880052,0.5962146670704715,1.3583275350953543,1.256046329672517,2.0,1.0,0.2399877308746785,3.7879803985413028,1.1421698425723619,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9662902580776085,0.5859664400838078,0.4227442666254677,0.4749043354932477,0.29030109568272094,1.9158588111082862,1.2246098750002319,4.405973722432723e-05,0.2271862485048699,8
-1.8987908700618328,-2.584149037115131,-1.824559246261182,-1.1308490420828845,1.0,0.0,0.2845915729398617,6.149007361381536,1.0228513758188114,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.431036602889156,0.6092495901680604,0.4387807377329868,0.48529492680022934,0.3091451261169439,1.9559623041816576,1.2844719691360431,0.00018497538629649272,0.23317502265959122,9
0.6574102785831613,0.3135156711428624,0.7006092334128228,1.5485580173876397,2.0,1.0,0.32425151271307895,7.62373909261259,0.9688137732770152,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.950306851861499,0.6284900041773106,0.4466622928914129,0.49476050074387745,0.3211249596403102,1.9702368445969796,1.3190283111113585,0.00028010544520874644,0.23504201289365065,10
